3,173,70
2,38,30
1,43,211
3,200,95
3,216,23
1,73,237
3,212,42
1,67,186
1,18,210
3,152,45
0,199,220
3,192,11
1,50,200
1,23,204
1,99,202
1,70,226
1,1,196
0,199,224
3,207,97
0,207,162
3,236,59
1,83,228
2,41,39
3,178,42
2,52,40
2,21,30
0,204,183
3,238,64
0,224,226
3,202,109
0,194,215
1,35,162
0,201,212
3,188,66
1,53,200
2,35,67
0,236,201
1,33,233
0,240,182
2,34,21
1,60,231
0,233,188
2,41,44
0,190,167
2,48,90
1,106,201
3,172,39
0,230,229
0,177,212
3,188,70
0,195,167
1,79,177
0,222,204
2,47,20
2,65,40
2,56,51
3,161,44
2,96,39
3,211,56
3,178,53
1,28,203
1,83,218
2,55,106
1,60,223
1,30,188
2,49,55
2,76,69
3,220,95
1,88,196
3,145,55
0,192,250
0,180,182
3,253,57
0,209,170
1,84,208
1,39,211
2,18,41
3,228,49
1,103,206
2,29,79
2,83,51
2,21,58
2,35,21
3,209,15
2,98,57
3,231,72
3,233,50
2,55,26
1,39,230
3,207,44
2,41,14
0,227,171
2,24,47
0,185,175
0,191,192
0,188,171
1,59,161
3,202,68
1,30,208
1,70,173
2,94,71
3,219,94
3,201,78
2,91,33
3,224,61
3,182,38
0,253,198
2,23,86
0,197,151
3,220,47
0,192,210
3,168,56
1,83,234
1,97,190
2,19,47
0,180,237
0,213,241
3,187,27
1,26,194
2,40,67
0,236,186
1,58,219
1,28,228
0,188,249
1,77,220
3,227,79
1,54,240
0,247,194
0,218,236
0,204,209
0,198,224
3,234,71
2,71,35
0,252,195
0,159,186
0,231,171
2,36,64
3,180,72
2,45,62
1,46,205
1,72,203
0,168,212
2,45,88
3,181,54
3,164,73
0,205,227
1,65,228
0,180,172
0,175,207
1,45,187
1,51,194
0,164,183
0,161,184
2,62,70
2,28,53
2,19,81
3,201,109
0,210,190
3,198,43
2,80,21
0,227,228
2,30,20
0,202,237
1,80,198
1,66,189
3,167,63
2,34,37
3,176,63
0,240,216
2,27,56
1,50,205
2,45,80
2,41,95
1,60,166
1,54,178
0,229,204
3,165,27
2,56,76
0,182,243
1,56,247
1,34,192
2,38,32
0,164,196
0,217,217
2,37,80
1,19,200
1,30,233
2,54,19
1,56,208
2,25,76
3,183,87
2,53,83
1,38,242
3,215,32
0,193,173
2,11,40
3,219,20
1,109,208
2,59,0
0,207,207
3,198,45
1,18,198
1,63,175
2,48,75
3,197,0
2,50,25
0,246,206
1,43,221
3,245,73
1,53,244
1,53,150
3,166,53
3,159,33
2,100,50
2,79,77
3,182,20
3,202,9
3,157,61
2,106,45
1,22,172
2,0,57
2,43,16
1,18,176
1,53,161
3,184,27
0,200,234
0,214,240
0,197,184
1,44,224
0,241,198
3,212,57
0,195,255
0,252,191
3,213,68
1,57,229
3,205,100
2,79,69
1,61,168
0,239,218
3,170,74
3,239,43
0,198,243
2,56,80
1,16,185
3,189,27
1,35,191
0,191,160
2,68,69
3,204,92
1,81,187
2,95,65
3,167,60
0,190,230
0,214,185
1,53,173
2,48,75
0,170,218
2,19,34
2,83,40
0,216,212
0,211,189
2,102,63
3,177,33
2,51,9
0,210,242
1,55,156
0,201,159
0,180,197
3,198,92
2,45,101
0,217,182
0,178,194
0,167,185
2,65,62
2,37,90
3,185,50
3,184,46
1,85,177
0,186,162
2,51,69
3,191,58
3,173,20
1,78,238
2,49,18
3,195,103
2,95,47
0,227,227
2,101,53
3,247,60
0,192,249
0,212,246
1,60,168
1,42,156
1,37,201
1,43,240
3,202,17
2,35,38
3,188,79
2,45,49
3,174,22
1,45,177
0,214,173
1,66,244
2,71,11
1,78,204
2,108,47
3,150,52
0,209,181
0,223,172
3,237,61
2,31,42
1,102,210
1,47,216
0,204,218
2,102,62
1,55,175
2,80,67
0,152,195
2,32,29
2,54,99
0,247,206
3,173,29
1,43,155
1,64,158
0,236,189
2,46,40
3,209,9
0,190,240
1,44,203
0,241,211
0,213,244
0,205,189
0,159,206
3,188,36
1,15,209
3,215,88
3,247,50
2,28,62
3,218,37
0,232,182
3,171,52
2,29,71
3,235,71
0,215,159
1,85,194
1,61,169
2,90,31
2,30,81
2,70,27
3,214,51
1,89,189
2,65,62
3,220,45
3,206,56
2,82,67
1,60,232
1,29,232
3,173,35
3,198,9
0,170,209
0,196,189
3,160,58
2,72,62
2,60,34
2,42,86
2,49,47
3,192,72
1,76,181
1,75,229
1,38,210
0,232,194
3,212,39
1,14,179
1,31,200
1,47,239
1,61,179
2,63,13
3,235,48
2,79,51
2,57,16
1,44,192
0,244,186
3,196,78
2,23,42
1,15,193
0,192,170
2,56,110
2,61,23
0,202,251
3,204,104
0,175,216
2,33,63
2,93,42
2,43,57
0,179,174
2,54,102
2,23,64
2,79,18
2,88,50
2,88,35
3,203,28
0,193,155
2,76,61
2,20,59
3,227,49
3,233,70
0,196,150
0,236,224
2,47,72
1,53,235
3,173,47
1,97,192
2,29,31
0,175,237
3,192,15
0,208,187
3,188,93
2,19,35
2,55,17
3,204,75
2,25,89
2,55,66
3,209,12
1,71,234
1,35,232
1,52,194
0,229,182
3,198,10
1,19,184
1,61,154
2,42,78
0,154,212
0,201,214
0,248,206
1,55,178
1,98,197
3,171,30
0,242,189
3,158,54
0,212,191
2,70,78
3,228,79
3,230,34
3,230,67
0,229,210
2,57,108
0,170,219
3,234,71
3,191,0
2,42,91
1,90,205
0,189,170
3,196,14
3,193,8
3,221,71
2,64,87
3,200,29
3,193,18
0,171,199
2,40,90
2,53,75
2,96,39
3,191,11
3,232,78
0,212,198
2,27,60
0,238,205
3,230,77
1,71,215
0,223,168
1,44,156
3,199,44
1,92,191
3,196,46
0,204,159
2,22,82
0,219,207
2,47,7
0,232,228
1,42,184
1,53,150
0,147,208
1,57,156
2,80,80
3,239,63
0,194,243
3,230,57
1,48,196
0,227,226
0,196,243
2,22,76
2,61,0
0,201,193
0,193,193
3,218,82
1,57,249
0,186,165
1,7,197
0,159,190
1,47,248
2,78,17
1,70,247
2,44,47
2,68,46
0,209,174
2,51,105
0,196,172
0,239,196
3,171,66
3,161,43
0,222,212
1,68,233
1,37,216
1,64,177
0,197,203
1,82,233
3,198,105
0,168,179
0,192,188
0,230,222
1,13,211
3,228,47
0,228,184
2,84,25
0,167,194
0,231,186
0,225,230
2,8,57
3,167,73
1,51,222
1,52,145
0,198,151
1,79,188
0,204,202
1,25,173
3,230,44
2,52,109
2,44,10
2,63,12
1,35,171
1,65,249
2,78,69
0,186,207
3,187,15
1,62,228
1,63,229
0,206,245
0,166,198
3,186,30
1,43,161
0,250,204
2,65,71
2,58,38
3,241,58
3,193,51
2,18,46
0,246,204
1,42,245
0,227,217
0,231,197
0,198,159
1,91,225
3,242,58
0,223,213
0,227,169
2,86,55
3,192,88
3,188,39
1,1,196
2,75,39
1,68,190
2,37,40
3,184,89
2,29,30
0,203,155
3,207,88
1,17,213
3,235,82
1,33,205
0,162,198
0,184,192
2,52,51
2,45,38
0,235,178
1,68,245
1,39,166
2,10,47
0,251,193
2,71,35
1,18,207
2,51,77
3,158,37
0,191,183
3,241,58
2,39,59
2,23,57
0,204,174
0,209,151
2,28,56
3,173,65
2,60,74
1,1,195
3,245,44
2,87,53
3,240,58
2,84,70
3,236,50
2,73,74
3,179,75
1,50,177
3,224,67
0,196,161
2,36,79
0,195,200
0,251,187
3,190,49
1,61,174
0,228,182
0,228,215
3,158,61
2,75,69
1,23,181
2,32,31
3,192,9
3,171,23
1,81,178
3,192,29
3,220,22
1,50,195
0,224,175
1,66,160
0,211,227
0,243,201
3,205,45
1,21,204
3,227,77
1,98,192
2,63,6
2,35,57
3,174,64
3,195,4
1,67,178
1,44,205
3,241,67
1,69,194
1,67,222
2,49,19
0,182,167
1,36,224
2,47,72
2,45,63
0,239,191
3,214,23
3,196,79
3,202,91
3,178,42
1,31,200
3,193,84
3,234,46
0,167,226
3,209,91
1,54,240
3,240,73
0,227,195
2,87,73
3,218,69
2,59,76
2,53,56
0,236,211
3,201,5
1,61,154
1,9,184
0,194,175
2,61,65
0,228,172
0,219,236
0,210,150
0,181,168
1,56,184
3,248,53
3,230,59
3,205,87
3,170,67
1,50,141
0,215,208
0,238,175
3,250,59
2,82,74
2,84,28
1,59,193
3,179,58
1,103,210
0,200,234
2,18,44
0,203,229
2,59,37
3,193,83
2,56,23
2,32,61
2,69,28
2,32,62
0,240,194
1,85,175
0,198,161
0,228,185
0,184,244
3,193,45
2,74,71
3,189,7
3,233,46
3,205,53
0,234,189
0,143,202
2,32,94
1,50,146
3,200,36
0,194,232
2,85,54
2,43,71
1,60,248
2,73,93
2,69,77
1,54,183
3,198,21
2,34,72
1,93,199
3,252,64
2,43,95
1,71,222
1,93,192
2,61,60
1,30,210
0,232,181
2,85,74
0,208,247
1,43,162
0,217,175
2,42,97
0,232,216
0,179,224
3,180,20
0,206,235
3,158,38
2,19,44
0,220,198
1,89,186
0,199,200
1,37,205
0,171,201
2,16,33
1,43,197
1,36,222
2,36,61
3,219,18
3,173,42
3,226,30
0,192,202
0,218,164
1,49,185
2,32,25
1,76,211
2,60,19
0,182,175
2,82,23
1,21,224
2,77,24
1,7,190
3,199,37
1,104,201
2,73,58
0,198,236
1,89,217
2,66,41
1,83,231
3,201,5
2,31,22
3,179,58
3,201,5
3,168,29
0,232,221
2,44,12
3,182,43
3,245,46
0,194,230
1,4,202
2,52,37
2,7,61
3,198,36
1,67,193
0,182,197
1,73,185
1,37,209
1,49,145
1,38,210
3,174,35
2,63,70
2,30,53
3,177,40
3,180,12
2,38,83
3,221,57
0,226,193
2,84,77
3,219,49
1,58,149
0,173,233
0,179,205
0,205,206
1,82,194
2,82,26
1,57,173
2,46,19
1,52,203
3,245,72
1,63,221
0,182,224
1,69,224
1,97,216
1,54,205
2,48,88
3,243,61
1,22,216
3,163,62
2,24,48
3,204,112
2,73,73
3,183,54
1,17,195
2,38,21
3,163,29
0,232,181
1,61,251
1,45,190
3,211,36
2,33,58
2,41,89
0,213,235
2,59,11
3,200,102
0,245,200
3,227,60
1,57,233
2,64,25
0,200,249
0,205,235
1,74,195
1,80,183
2,38,69
2,82,28
0,205,196
0,212,167
3,217,82
0,197,204
3,145,51
0,196,224
1,69,213
2,36,89
1,95,189
3,181,35
0,150,213
2,70,59
1,72,184
0,201,152
3,230,74
3,183,68
0,217,163
3,229,77
2,60,52
0,189,170
3,239,43
3,228,85
1,43,183
1,74,244
1,42,232
1,35,192
1,86,207
0,173,225
3,210,79
1,81,203
1,52,230
0,186,249
0,207,167
0,199,164
0,241,199
1,31,170
0,226,179
1,74,188
1,105,204
2,37,35
1,34,228
0,192,179
1,88,192
3,185,78
0,188,169
0,197,207
2,66,86
1,52,161
1,62,235
1,110,200
2,97,45
1,89,222
2,95,48
3,207,66
1,32,235
1,63,219
0,205,239
3,249,61
2,38,49
2,62,88
1,59,246
3,226,42
2,51,46
2,70,54
2,44,49
0,180,224
3,191,64
1,17,195
2,48,42
2,79,40
0,206,179
1,25,210
3,162,55
3,198,17
2,35,76
1,40,172
3,185,91
1,62,163
0,191,247
2,78,21
1,48,162
0,231,182
3,224,45
3,218,52
1,65,192
3,165,41
1,51,156
1,61,225
0,207,216
1,61,152
0,186,244
2,34,31
2,84,75
1,46,209
3,173,34
3,208,29
2,49,32
3,173,23
2,14,78
1,50,240
1,63,192
3,250,54
0,192,224
2,52,52
3,176,42
0,196,239
2,22,42
2,68,43
1,38,154
2,68,97
0,205,234
2,77,51
1,33,173
0,196,218
1,54,172
2,19,73
0,231,187
2,37,23
3,209,12
0,165,218
1,75,205
0,195,229
2,57,1
3,228,36
0,184,190
2,106,45
0,190,210
3,232,71
1,64,164
3,209,50
0,212,217
1,80,230
